,x,treatment,y
0,-0.670701579158917,0.0,1.0502657828102757
1,0.5415277485963408,1.0,3.232363751820569
2,-0.768602046105459,1.0,-1.4983675433496233
3,0.3795319069887826,1.0,3.8494884419907898
4,-1.1120837320653985,1.0,-2.6966678391279335
5,-0.4812230792475132,1.0,-0.000679836741648232
6,0.059867715974110135,0.0,3.000702356382167
7,0.08567406341363383,0.0,1.50569847238266
8,-0.3423230228270161,0.0,0.03985530574916124
9,2.541892419541138,0.0,6.719176086183559
10,-0.8019602351393657,1.0,-0.05364093434266326
11,0.4868295302270602,0.0,1.1636259732156589
12,-0.5575442867136251,0.0,-0.10211530687328463
13,-0.5841329679654528,1.0,-0.5044248305598689
14,-1.6797597136039724,0.0,-3.0268154984268585
15,0.3933020096070046,0.0,2.7099465678081134
16,-0.24022207460085798,1.0,1.040536750262664
17,0.8647232502289559,0.0,4.572356384899947
18,-0.5893673412834911,0.0,-1.3244985144933321
19,-1.2437676111869838,1.0,-2.533335305259775
20,-0.335576352506925,1.0,-0.687357011916812
21,-0.027394168849758607,1.0,0.5610498949130867
22,0.475812053375393,1.0,1.6078061899414722
23,0.4255582638658676,1.0,2.1301955188926853
24,0.7556031747668468,1.0,3.8381892022798487
25,-0.5485023681809574,1.0,-0.7955780431000712
26,0.25637467721444135,0.0,-0.18466744578612682
27,0.9435309982211888,1.0,1.8977437445351486
28,-2.5179433546005905,0.0,-6.254690084782595
29,1.874827709999357,0.0,4.880722940352511
30,-0.8821241649663895,1.0,-1.2801819743350782
31,1.4781560303855388,0.0,4.430278246436048
32,0.5133014556090909,1.0,4.789252840335475
33,1.010395770831266,0.0,2.395064788813055
34,1.0538947390994728,1.0,3.6971442552372684
35,-0.6091744703553296,0.0,-1.9936716660907599
36,1.5076700437678456,1.0,4.0257289594040575
37,0.20811430741891457,1.0,1.379768783871258
38,-0.10164444296692439,1.0,2.1727270269585928
39,0.5054339950763572,1.0,1.389112812214932
40,-0.6396227766624222,1.0,1.0976091657147975
41,-0.3359905998298869,1.0,-2.08524494480642
42,-0.8119073153183342,1.0,-1.4541707608277978
43,-0.8157680250134922,0.0,-1.3703654245178631
44,0.4366254454995853,0.0,0.7774364279769692
45,-0.5845900780015573,0.0,0.5353039803784101
46,0.11983450140415776,0.0,0.35265472058212444
47,-0.6162428816035457,1.0,0.9902047913863027
48,1.54773388005377,0.0,4.304781267858342
49,0.9547249439088894,1.0,2.3538315113303425
50,0.0679903679647374,1.0,0.9615002293850305
51,2.4972510019536793,0.0,8.23112100937054
52,-0.6898591211730006,0.0,-1.802136327792244
53,0.09552237642631402,0.0,1.7523619775301527
54,1.9339424124525122,0.0,5.863135296447022
55,-0.9002901728877334,0.0,-1.564318426873095
56,-1.0271137520574316,1.0,-0.9123262590336636
57,2.9242817626637554,1.0,6.656595615804279
58,-0.4467174091614149,1.0,-0.5000303422453924
59,-1.8799087391333864,1.0,-4.505487047876209
60,0.12151979360942211,0.0,0.36401584724730907
61,-1.3027868620640009,0.0,-2.1452151483018853
62,-0.1451448011561558,0.0,2.704469466516656
63,-0.995521991538757,0.0,-2.0930155327490167
64,-0.367969799400061,0.0,-0.7273370252266349
65,-0.7659799287123847,0.0,-0.9916215131512218
66,1.7329929424148054,1.0,5.122395912436412
67,-0.06033501114786236,0.0,-1.087748639576006
68,-0.40992963296500645,1.0,0.13588955086133714
69,-0.328290621901782,0.0,1.6271994791072029
70,-0.24940227095154985,0.0,-0.8180024157273694
71,-0.9428675569460511,1.0,-2.5071945631572907
72,1.005756063216671,1.0,3.2117304128291537
73,0.2580481240739985,0.0,2.676294778653369
74,-3.039074291280348,0.0,-7.453825392028165
75,-0.18858504103284865,0.0,0.5210106045645034
76,-0.21619953055885666,1.0,1.8728651991828877
77,1.112243004148505,0.0,3.7210997606884892
78,-1.7168403081875625,0.0,-6.73857645752836
79,0.33816047798590537,0.0,2.48772398453121
80,-0.6016188650684875,1.0,1.8152557578426936
81,-0.489040655579617,1.0,1.17125636000022
82,1.164736333530573,1.0,1.642566709835024
83,0.4780968378235992,1.0,1.6337579516437883
84,-1.6263275178000438,0.0,-3.192054251103301
85,-0.8596290385090093,0.0,-3.089643291383081
86,-0.9205925898370165,1.0,-0.4566314110112322
87,-0.7758633105054719,0.0,-2.558881606497399
88,2.2103049383347146,0.0,3.749587688036626
89,-0.28157884055184795,0.0,0.10437292585940772
90,-0.9278191894953863,1.0,-0.5966633539735308
91,-1.024061114318369,0.0,-3.1318618018543414
92,-0.08310101415798997,0.0,1.1523237341015165
93,0.22280649663659877,0.0,1.8088470613764287
94,0.16793083298503708,0.0,1.2721085232181186
95,-0.9860617207781268,1.0,-1.613564669916499
96,1.1710113514162626,1.0,3.5298968649549525
97,-0.167591697898084,0.0,-0.9167724172314421
98,1.3032094720606777,1.0,3.5849641131628682
99,1.8747855157669646,0.0,4.528732404957086
