,x,confonder,y
0,-0.14324943050963368,0.3564906771926348,2.5560038107364953
1,1.2102341133425465,0.12836674025704747,0.6615484214830503
2,-0.0019916367015582193,-0.1957324524223134,0.8038030008768037
3,0.7169079043685191,1.4834215435741576,-0.08961419883886396
4,0.5875991585330039,-1.272585812679152,1.4504831749642304
5,1.727673486198558,1.02984346130911,1.403411290076888
6,0.9970434838855995,1.7183325520036579,2.0892670232149246
7,-0.812559402846859,-1.2614056816663348,-2.183447052572716
8,0.2568051592694004,0.8640379586814626,2.1230635644551983
9,1.2130368777803957,-0.6411251859354857,2.7501650834364146
10,-0.16087670885090977,-0.5348823313023645,0.42821469668914225
11,-0.4336473037444841,-1.5803756581949782,-0.5562810827436536
12,-0.870327506894792,-0.7971455785826483,0.8718457361112478
13,-0.6770083345909681,0.8847402613131283,2.6808813094999384
14,0.5053289982653798,-0.08024722591901144,0.45048586648631717
15,-0.8780558858467657,-1.2872140552160525,2.185685335843142
16,0.08525915253707722,-0.8157407417441838,4.233091072250084
17,1.9679407722909525,0.8081706843043713,2.443700246848376
18,0.9527726800298064,-0.34233243174610906,0.7564299129396479
19,1.385065271230173,-0.26949518743954487,1.8705945515744877
20,-0.09240426565852772,-0.5634435394843605,-0.01594519745436556
21,-1.7037330297404503,-0.09428493312242471,-1.3416390031434757
22,-0.9140066889747698,-0.5976546988827082,-0.7265571736508519
23,1.1915590478730862,0.83727442681485,2.264086204402756
24,-0.0631637478521766,-0.24227938534971852,0.885449095984597
25,0.7261704320734755,2.3170470435774804,1.2596719405237797
26,1.2909055176108257,0.22994615633351403,2.449994991187683
27,3.462814444733738,1.8633326079412436,5.1492806095813455
28,0.4408856923881116,0.9198053486168137,2.2522496654739843
29,-0.06224613993115918,-0.08305134886170117,1.2911603130438596
30,1.0212232539774466,0.4343585103778043,1.9732159642266929
31,-1.7010661569096004,-1.9697569018588965,0.918498357646993
32,-1.4069735881364183,0.29665314338438836,1.1300372162254921
33,-2.167903777832939,-1.6475893908406294,-1.3924900269753475
34,0.730298323942882,-0.5335810501155959,1.8682260571206624
35,1.9766094440199675,0.7699524974410813,1.918885445368395
36,-0.2481621529497312,0.3307152182057873,-0.2986486062409816
37,0.5779968310951714,-0.22791744231345457,0.8625088919450479
38,0.4776917366118427,-0.6947714530801846,1.4581203795744528
39,1.8075270629898483,0.0654058824447404,1.81988268882682
40,-0.5070616186930016,-0.24116008002775646,0.3263678048572155
41,1.5133899796789403,0.1751712450926435,2.44275521832707
42,0.6386047054504862,-1.6937163719096682,-1.6377022055946084
43,1.0825436047680224,1.5156311397886422,0.9892181960920193
44,-0.2908142214437991,-0.22807136018486568,2.685449510589429
45,-0.3054928196215029,-0.18062018905417404,0.03433650763555235
46,-0.7035081274461193,0.15744158588757726,1.9019655393648882
